"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, 6.666666666666666e-01, 4.363323129985824e-02, 7.683110242643297e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.601814897601693e+03, 2.240725959040677e+03, 1.699066601671328e+03, 0.000000000000000e+00, 9.340907840865983e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.375484733296066e-07, 5.018068659822241e-04, -2.404325152543211e-03, -0.000000000000000e+00, 0.000000000000000e+00
1, 6.666409855899192e-01, 4.386685809309609e-02, 7.727731758866743e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.629168697159833e+03, 2.251667478863933e+03, 1.697504518564544e+03, 0.000000000000000e+00, 1.016160298173450e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.370827137622421e-07, 1.355662942365323e-05, -1.034960754258043e-03, -0.000000000000000e+00, 0.000000000000000e+00
2, 6.666604665428680e-01, 4.410657054979675e-02, 7.722047676109144e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.618165716337840e+03, 2.247266286535136e+03, 1.695433578728585e+03, 0.000000000000000e+00, 9.831480913080570e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.364648667977908e-07, 7.031585696607283e-05, 4.046246887776763e-04, -0.000000000000000e+00, 0.000000000000000e+00
3, 6.667253334319114e-01, 4.435222826118874e-02, 7.714173087496725e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.616072382402419e+03, 2.246428952960967e+03, 1.696531903659155e+03, 0.000000000000000e+00, 9.768674684448097e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.367925942201324e-07, 5.224974938276525e-04, 1.481556578379769e-03, -0.000000000000000e+00, 0.000000000000000e+00
4, 6.668357508798048e-01, 4.460359429736167e-02, 7.666842699270542e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.584571330773259e+03, 2.233828532309304e+03, 1.697430506988040e+03, 0.000000000000000e+00, 8.823549677249379e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.370606401991093e-07, 1.156280008219056e-03, 2.204638036656847e-03, -0.000000000000000e+00, 0.000000000000000e+00
5, 6.669918238226858e-01, 4.486033602723927e-02, 7.607074691012499e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.545461883772129e+03, 2.218184753508851e+03, 1.698786330765499e+03, 0.000000000000000e+00, 7.650150236061599e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.374649235178630e-07, 1.781135714151539e-03, 2.580433711386561e-03, -0.000000000000000e+00, 0.000000000000000e+00
6, 6.671935969889624e-01, 4.512202652923602e-02, 7.531147084623708e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.500270740146717e+03, 2.200108296058686e+03, 1.701929834626100e+03, 0.000000000000000e+00, 6.294281852774062e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.384015796907389e-07, 2.250623189989461e-03, 2.644305807985579e-03, -0.000000000000000e+00, 0.000000000000000e+00
7, 6.674410542670528e-01, 4.538814658142127e-02, 7.464189547991639e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.464762437249889e+03, 2.185904974899955e+03, 1.706111229035944e+03, 0.000000000000000e+00, 5.228927418704489e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.396460173662206e-07, 2.537075700746782e-03, 2.516140143322502e-03, -0.000000000000000e+00, 0.000000000000000e+00
8, 6.677341179727101e-01, 4.565808721718293e-02, 7.431304916170490e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.449525843236478e+03, 2.179810337294591e+03, 1.708883076303212e+03, 0.000000000000000e+00, 4.771784393889436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.404700305437661e-07, 2.651482466105280e-03, 2.279584806226260e-03, -0.000000000000000e+00, 0.000000000000000e+00
9, 6.680726480302120e-01, 4.593115282966555e-02, 7.339659091702367e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.390707981023346e+03, 2.156283192409338e+03, 1.711546219510727e+03, 0.000000000000000e+00, 3.007074024787281e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.412610357297691e-07, 2.675319409910012e-03, 2.031435396971431e-03, -0.000000000000000e+00, 0.000000000000000e+00
10, 6.684564410850005e-01, 4.620656480566145e-02, 7.295260221256409e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.366501053712870e+03, 2.146600421485148e+03, 1.714230211872411e+03, 0.000000000000000e+00, 2.280794387589569e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.420575485613584e-07, 2.641221693978231e-03, 1.795242175348429e-03, -0.000000000000000e+00, 0.000000000000000e+00
11, 6.688852295683901e-01, 4.648346566715750e-02, 7.241856402594544e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.333881127622730e+03, 2.133552451049091e+03, 1.716374830710050e+03, 0.000000000000000e+00, 1.302099827048983e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.426935015311637e-07, 2.567816270654780e-03, 1.577731343468594e-03, -0.000000000000000e+00, 0.000000000000000e+00
12, 6.693586807377031e-01, 4.676092369638785e-02, 7.206594121497974e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.311581202229154e+03, 2.124632480891661e+03, 1.717562208881040e+03, 0.000000000000000e+00, 6.330359051122986e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.430454117931894e-07, 2.507294449301970e-03, 1.402615947587110e-03, -0.000000000000000e+00, 0.000000000000000e+00
13, 6.698763957175955e-01, 4.703793801800995e-02, 7.193968455528849e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.304104538996841e+03, 2.121641815598736e+03, 1.718154680543169e+03, 0.000000000000000e+00, 4.087138261401672e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.432209560463892e-07, 2.386127088156133e-03, 1.221599263397784e-03, -0.000000000000000e+00, 0.000000000000000e+00
14, 6.704379085703952e-01, 4.731344410990607e-02, 7.128609638734410e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.258780439336833e+03, 2.103512175734733e+03, 1.719091207446464e+03, 0.000000000000000e+00, -9.511436326434500e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.434983729798982e-07, 2.291318892820875e-03, 1.077362964140845e-03, -0.000000000000000e+00, 0.000000000000000e+00
15, 6.710426854249539e-01, 4.758631971210922e-02, 7.109614598700088e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.247424177208032e+03, 2.098969670883213e+03, 1.719961900145946e+03, 0.000000000000000e+00, -1.291865188627895e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.437562139925961e-07, 2.174099441449693e-03, 9.409298998646520e-04, -0.000000000000000e+00, 0.000000000000000e+00
16, 6.716901236948010e-01, 4.785539110145240e-02, 7.046252951202599e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.204187110366857e+03, 2.081674844146742e+03, 1.721128858955064e+03, 0.000000000000000e+00, -2.589105470971094e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.441016766228386e-07, 2.100885523186965e-03, 8.377983031751057e-04, -0.000000000000000e+00, 0.000000000000000e+00
17, 6.723795514172627e-01, 4.811943969773783e-02, 7.006668238161698e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.176489087238837e+03, 2.070595634895534e+03, 1.721640466794874e+03, 0.000000000000000e+00, -3.420128340189467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.442530906784046e-07, 1.869567310545782e-03, 6.869738221532286e-04, -0.000000000000000e+00, 0.000000000000000e+00
18, 6.731102267456488e-01, 4.837720896550544e-02, 6.989827830532711e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.164679063047504e+03, 2.065871625219001e+03, 1.721851028774970e+03, 0.000000000000000e+00, -3.774464104285620e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.443154008337328e-07, 1.829924923812840e-03, 6.189631992169930e-04, -0.000000000000000e+00, 0.000000000000000e+00
19, 6.738813376266107e-01, 4.862741157384148e-02, 6.968019676738357e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.149403309137488e+03, 2.059761323654995e+03, 1.722131271798963e+03, 0.000000000000000e+00, -4.232782042179660e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.443983247167921e-07, 1.740944139270023e-03, 5.409887545187386e-04, -0.000000000000000e+00, 0.000000000000000e+00
20, 6.746920016943005e-01, 4.886873677509895e-02, 6.952092159564941e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.138725664916525e+03, 2.055490265966610e+03, 1.722497602814793e+03, 0.000000000000000e+00, -4.553143047583725e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.445067108320032e-07, 1.698764483383839e-03, 4.834997449184088e-04, -0.000000000000000e+00, 0.000000000000000e+00
21, 6.755412664120225e-01, 4.909985796189559e-02, 6.943604786100525e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.132924377907342e+03, 2.053169751162936e+03, 1.722656097897174e+03, 0.000000000000000e+00, -4.727198869302406e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.445536007361525e-07, 1.647570856271283e-03, 4.277188855362976e-04, -0.000000000000000e+00, 0.000000000000000e+00
22, 6.764281094906236e-01, 4.931944036031207e-02, 6.922272450029357e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.117767940852576e+03, 2.047107176341030e+03, 1.722862485923108e+03, 0.000000000000000e+00, -5.181936947545902e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.446146559479287e-07, 1.538222116179319e-03, 3.622471152750473e-04, -0.000000000000000e+00, 0.000000000000000e+00
23, 6.773514396109306e-01, 4.952614881583379e-02, 6.901862635610380e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.103412132282020e+03, 2.041364852912808e+03, 1.723110162982856e+03, 0.000000000000000e+00, -5.612653795932963e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.446879202704796e-07, 1.418837712263467e-03, 3.009698684373547e-04, -0.000000000000000e+00, 0.000000000000000e+00
24, 6.783100974750701e-01, 4.971865562727581e-02, 6.877030461561833e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.085759880721740e+03, 2.034303952288696e+03, 1.723350510637696e+03, 0.000000000000000e+00, -6.142273714003891e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.447590109725269e-07, 1.294453628316878e-03, 2.451038955505251e-04, -0.000000000000000e+00, 0.000000000000000e+00
25, 6.793028572085218e-01, 4.989564838271852e-02, 6.834466093350053e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.055205597292495e+03, 2.022082238916997e+03, 1.723665319618628e+03, 0.000000000000000e+00, -7.058992866303159e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.448521178020012e-07, 1.431056500886278e-03, 2.390721598544021e-04, -0.000000000000000e+00, 0.000000000000000e+00
26, 6.803284281312175e-01, 5.005583775039022e-02, 6.841952946192128e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.060996359928187e+03, 2.024398543971274e+03, 1.723751493742558e+03, 0.000000000000000e+00, -6.885252807013230e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.448776027354712e-07, 1.330791283665142e-03, 1.931818934800163e-04, -0.000000000000000e+00, 0.000000000000000e+00
27, 6.813854569119479e-01, 5.019796517649910e-02, 6.829277534337928e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.051892681186878e+03, 2.020757072474750e+03, 1.723844420342870e+03, 0.000000000000000e+00, -7.158390178336747e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.449050838449113e-07, 1.218181965420095e-03, 1.505455224211081e-04, -0.000000000000000e+00, 0.000000000000000e+00
28, 6.824725301157376e-01, 5.032081044129063e-02, 6.805664283580914e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.034865840751228e+03, 2.013946336300491e+03, 1.723995367527334e+03, 0.000000000000000e+00, -7.669245907179080e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.449497215980733e-07, 1.111599878921767e-03, 1.136639658493604e-04, -0.000000000000000e+00, 0.000000000000000e+00
29, 6.835881771487785e-01, 5.042319902414729e-02, 6.790830410069840e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.024248968903769e+03, 2.009699587561507e+03, 1.724117980057288e+03, 0.000000000000000e+00, -7.987783561076616e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.449859787097048e-07, 1.025881726764482e-03, 8.322041770963666e-05, -0.000000000000000e+00, 0.000000000000000e+00
30, 6.847308735999329e-01, 5.050400922842501e-02, 6.783461324502831e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.019223106492284e+03, 2.007689242596913e+03, 1.724264397970036e+03, 0.000000000000000e+00, -8.138574344309962e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.450292733282518e-07, 9.595851274823317e-04, 5.771127748675160e-05, -0.000000000000000e+00, 0.000000000000000e+00
31, 6.858990449718645e-01, 5.056217901701485e-02, 6.779215748927235e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.016444575742900e+03, 2.006577830297159e+03, 1.724389129515488e+03, 0.000000000000000e+00, -8.221938510225075e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.450661538638993e-07, 9.235196486014320e-04, 3.627379221405361e-05, -0.000000000000000e+00, 0.000000000000000e+00
32, 6.870910707885338e-01, 5.059671251041057e-02, 6.778018853242680e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.015861600115847e+03, 2.006344640046339e+03, 1.724493198905443e+03, 0.000000000000000e+00, -8.239429508627307e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.450969239046740e-07, 9.220811923074229e-04, 1.705527081198758e-05, -0.000000000000000e+00, 0.000000000000000e+00
33, 6.883052890592394e-01, 5.060668610043906e-02, 6.786869620017930e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.022572934889438e+03, 2.009029173955775e+03, 1.724548686050472e+03, 0.000000000000000e+00, -8.038069554017693e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.451133292881909e-07, 8.705321350896347e-04, -1.940313025716271e-06, -0.000000000000000e+00, 0.000000000000000e+00
34, 6.895400010727119e-01, 5.059125413485161e-02, 6.775419734465620e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.014514671509411e+03, 2.005805868603764e+03, 1.724691469309668e+03, 0.000000000000000e+00, -8.279841362931125e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.451555433908803e-07, 7.652654589911727e-04, -1.754071898107584e-05, -0.000000000000000e+00, 0.000000000000000e+00
35, 6.907934764881071e-01, 5.054965413074903e-02, 6.769621230566746e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.010498437649736e+03, 2.004199375059894e+03, 1.724786223830061e+03, 0.000000000000000e+00, -8.400340294211982e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.451835566573700e-07, 7.309701969784432e-04, -3.186975167127895e-05, -0.000000000000000e+00, 0.000000000000000e+00
36, 6.920639586832755e-01, 5.048121147837945e-02, 6.771728998942108e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.012298350198885e+03, 2.004919340079553e+03, 1.724868765938364e+03, 0.000000000000000e+00, -8.346337577699627e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.452079587510708e-07, 7.109340435993202e-04, -4.569839264342524e-05, -0.000000000000000e+00, 0.000000000000000e+00
37, 6.933496703146015e-01, 5.038534360123148e-02, 6.784594975841379e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.021902168494898e+03, 2.008760867397959e+03, 1.724896477325877e+03, 0.000000000000000e+00, -8.058194535904993e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.452161509816410e-07, 6.336624820625662e-04, -5.384532876338590e-05, -0.000000000000000e+00, 0.000000000000000e+00
38, 6.946488190371776e-01, 5.026156354355102e-02, 6.776378371905037e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.016165326195483e+03, 2.006466130478193e+03, 1.725015127110897e+03, 0.000000000000000e+00, -8.230316825134044e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.452512262266223e-07, 5.514219113882043e-04, -5.828333519712064e-05, -0.000000000000000e+00, 0.000000000000000e+00
39, 6.959596033293618e-01, 5.010948296239986e-02, 6.787320694331014e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.024399343467441e+03, 2.009759737386976e+03, 1.725061148605573e+03, 0.000000000000000e+00, -7.983271878030435e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.452648307418395e-07, 5.123207951038108e-04, -6.478463713843455e-05, -0.000000000000000e+00, 0.000000000000000e+00
40, 6.972802183620059e-01, 4.992881450807456e-02, 6.790474813129425e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.026971348051891e+03, 2.010788539220756e+03, 1.725142525744852e+03, 0.000000000000000e+00, -7.906104109791736e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.452888863281243e-07, 4.355502271109896e-04, -6.413576743547717e-05, -0.000000000000000e+00, 0.000000000000000e+00
41, 6.986088618500803e-01, 4.971937358399753e-02, 6.788214008320539e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.025533968582953e+03, 2.010213587433181e+03, 1.725223641645090e+03, 0.000000000000000e+00, -7.949229758323110e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.453128640691702e-07, 3.817280458189724e-04, -6.416806394265349e-05, -0.000000000000000e+00, 0.000000000000000e+00
42, 6.999437398231819e-01, 4.948107948492033e-02, 6.794530777642195e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.030528971625077e+03, 2.012211588650031e+03, 1.725332876586939e+03, 0.000000000000000e+00, -7.799364847725133e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.453451527775130e-07, 3.351489931257457e-04, -6.334214428873540e-05, -0.000000000000000e+00, 0.000000000000000e+00
43, 7.012830722516400e-01, 4.921395592024680e-02, 6.805261468200274e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.038788455380994e+03, 2.015515382152397e+03, 1.725440641238793e+03, 0.000000000000000e+00, -7.551555830548018e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.453770057812763e-07, 2.912877069751262e-04, -6.079425242725403e-05, -0.000000000000000e+00, 0.000000000000000e+00
44, 7.025913313542275e-01, 4.892850433667905e-02, 6.807415199537983e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.040609077162650e+03, 2.016243630865059e+03, 1.725517987270775e+03, 0.000000000000000e+00, -7.496931775619609e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.453998669949356e-07, 2.584568599831542e-04, -5.798391895389223e-05, -0.000000000000000e+00, 0.000000000000000e+00
45, 7.038970709607111e-01, 4.862751418562911e-02, 6.812951269032976e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.044787668855114e+03, 2.017915067542045e+03, 1.725545132475053e+03, 0.000000000000000e+00, -7.371561627666658e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454078901857839e-07, 2.159551660823023e-04, -5.106435874468538e-05, -0.000000000000000e+00, 0.000000000000000e+00
46, 7.052052473470963e-01, 4.831042260050305e-02, 6.818534639673988e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.049136259308005e+03, 2.019654503723201e+03, 1.725618362696227e+03, 0.000000000000000e+00, -7.241091012543213e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454295341797539e-07, 1.873553477482344e-04, -4.651536015372957e-05, -0.000000000000000e+00, 0.000000000000000e+00
47, 7.065144374069853e-01, 4.797769156585351e-02, 6.827679824214732e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.055991372226230e+03, 2.022396548890491e+03, 1.725646721417816e+03, 0.000000000000000e+00, -7.035417287028966e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454379157747826e-07, 1.636385179386929e-04, -4.254102541883685e-05, -0.000000000000000e+00, 0.000000000000000e+00
48, 7.078232306395552e-01, 4.762982676528343e-02, 6.835944640494829e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.062243301947404e+03, 2.024897320778961e+03, 1.725691623692134e+03, 0.000000000000000e+00, -6.847840846969405e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454511867638254e-07, 1.267069258525545e-04, -3.440711526669886e-05, -0.000000000000000e+00, 0.000000000000000e+00
49, 7.091302309636701e-01, 4.726737593146210e-02, 6.841728497995035e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.066706443479983e+03, 2.026682577391993e+03, 1.725752934075970e+03, 0.000000000000000e+00, -6.713933359601474e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454693069073407e-07, 1.097128222768176e-04, -3.105021503821446e-05, -0.000000000000000e+00, 0.000000000000000e+00
50, 7.104340584111871e-01, 4.689092713573629e-02, 6.846533403398903e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.070203961234829e+03, 2.028081584493931e+03, 1.725732239678056e+03, 0.000000000000000e+00, -6.608997450408947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454631907650391e-07, 8.890716523963676e-05, -2.617121083488417e-05, -0.000000000000000e+00, 0.000000000000000e+00
51, 7.117333507023974e-01, 4.650110703370729e-02, 6.850996314615560e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.073437832166907e+03, 2.029375132866762e+03, 1.725708041594803e+03, 0.000000000000000e+00, -6.511971728095250e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454560390720818e-07, 6.358264098963920e-05, -1.943127223996848e-05, -0.000000000000000e+00, 0.000000000000000e+00
52, 7.130267647078763e-01, 4.609857908121840e-02, 6.855026063619871e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.076398041876914e+03, 2.030559216750765e+03, 1.725699889281766e+03, 0.000000000000000e+00, -6.423156654350528e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454536296605677e-07, 4.557011005322874e-05, -1.443377442944724e-05, -0.000000000000000e+00, 0.000000000000000e+00
53, 7.143129778021007e-01, 4.568404173310317e-02, 6.859143061469759e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.079380839415314e+03, 2.031752335766125e+03, 1.725677469638649e+03, 0.000000000000000e+00, -6.333663878739741e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454470035154092e-07, 2.991615932579858e-05, -9.805327179624615e-06, -0.000000000000000e+00, 0.000000000000000e+00
54, 7.155906891150261e-01, 4.525822663483170e-02, 6.862947974618698e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.082110136177410e+03, 2.032844054470963e+03, 1.725647472046219e+03, 0.000000000000000e+00, -6.251776878512267e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454381376266059e-07, 2.208882313438188e-05, -7.480926219681498e-06, -0.000000000000000e+00, 0.000000000000000e+00
55, 7.168586206883923e-01, 4.482189681491767e-02, 6.866352898354807e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.084373462400293e+03, 2.033749384960116e+03, 1.725559887645364e+03, 0.000000000000000e+00, -6.183870376917393e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.454122512786431e-07, 1.439497141791853e-05, -5.030779482698164e-06, -0.000000000000000e+00, 0.000000000000000e+00
56, 7.181155185438325e-01, 4.437584488366405e-02, 6.870974329412106e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.086983975671644e+03, 2.034793590268657e+03, 1.725284645657973e+03, 0.000000000000000e+00, -6.105547233822879e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.453308963571517e-07, 5.922900587639707e-06, -2.133318440804509e-06, -0.000000000000000e+00, 0.000000000000000e+00
57, 7.193601536699123e-01, 4.392089124158528e-02, 6.877715204266298e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.089704241915671e+03, 2.035881696766268e+03, 1.724515379862891e+03, 0.000000000000000e+00, -6.023931175929474e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.451034819830729e-07, 2.234935256646975e-06, -8.286547001533348e-07, -0.000000000000000e+00, 0.000000000000000e+00
58, 7.205913229350309e-01, 4.345788229869642e-02, 6.887997164599259e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.091817993522238e+03, 2.036727197408895e+03, 1.722656255208914e+03, 0.000000000000000e+00, -5.960512356586830e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.445536472747922e-07, -2.209288619912111e-06, 8.423078377930256e-07, -0.000000000000000e+00, 0.000000000000000e+00
59, 7.218078499326995e-01, 4.298768870385425e-02, 6.902730212733136e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.092966523139447e+03, 2.037186609255778e+03, 1.719367191915263e+03, 0.000000000000000e+00, -5.926053060576326e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.435801089201365e-07, -8.937934067146937e-06, 3.500385581458781e-06, -0.000000000000000e+00, 0.000000000000000e+00
60, 7.230085857651005e-01, 4.251120358151130e-02, 6.922959197751383e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.093796449186987e+03, 2.037518579674794e+03, 1.714622537941726e+03, 0.000000000000000e+00, -5.901152816899027e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.421739193893823e-07, -1.277520230410893e-05, 5.134318090914809e-06, -0.000000000000000e+00, 0.000000000000000e+00
61, 7.241924097700473e-01, 4.202934077163985e-02, 6.949408078206491e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.095810023203913e+03, 2.038324009281565e+03, 1.708772033808920e+03, 0.000000000000000e+00, -5.840739622455668e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.404370340424980e-07, -1.288435941364516e-05, 5.308997701090873e-06, -0.000000000000000e+00, 0.000000000000000e+00
62, 7.253582301955656e-01, 4.154303306722795e-02, 6.978291988773951e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.097308648372494e+03, 2.038923459348997e+03, 1.702199692448570e+03, 0.000000000000000e+00, -5.795776421229328e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.384819436630779e-07, -1.336621778917126e-05, 5.641720995637101e-06, -0.000000000000000e+00, 0.000000000000000e+00
63, 7.265049848253149e-01, 4.105323044266852e-02, 7.005895763410781e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.097627014347468e+03, 2.039050805738987e+03, 1.695598789683662e+03, 0.000000000000000e+00, -5.786224497441812e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.365141712949284e-07, -1.573747001154383e-05, 6.798733062726405e-06, -0.000000000000000e+00, 0.000000000000000e+00
64, 7.276316415570300e-01, 4.056089826557133e-02, 7.029074619759874e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.098008736000306e+03, 2.039203494400122e+03, 1.690133987729871e+03, 0.000000000000000e+00, -5.774771715352686e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.348818858932810e-07, -1.833463428596586e-05, 8.100428410767043e-06, -0.000000000000000e+00, 0.000000000000000e+00
65, 7.287371989351064e-01, 4.006701548403634e-02, 7.046555829138817e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.099025621490520e+03, 2.039610248596208e+03, 1.686277366000419e+03, 0.000000000000000e+00, -5.744262133717988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.337282000385243e-07, -1.982510262767963e-05, 8.950776908079229e-06, -0.000000000000000e+00, 0.000000000000000e+00
66, 7.298206866374377e-01, 3.957257278123803e-02, 7.057927637105693e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.099658153047487e+03, 2.039863261218994e+03, 1.683769262820242e+03, 0.000000000000000e+00, -5.725284310394207e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.329771361940569e-07, -2.132848240420688e-05, 9.833186613256088e-06, -0.000000000000000e+00, 0.000000000000000e+00
