"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
57, 1.550823548102230e+00, 2.757153239553545e-01, 7.264774168985698e-04, 5.286969888127013e-01, -4.945009545805831e-02, 5.325599699324610e+03, 2.052614392312993e+03, 1.646053602622862e+03, 3.675102612748067e-01, -4.770540097821721e-01, 7.277541965031483e+02, -6.806831748351854e+01
58, 1.552132601824414e+00, 2.755867417131729e-01, 7.269385865157281e-04, 5.264102645841223e-01, -5.411807696426039e-02, 5.328903508181244e+03, 2.054515958689325e+03, 1.646533302936461e+03, 3.659651306740248e-01, -4.627910076712793e-01, 7.241468183815180e+02, -7.444655981690620e+01
59, 1.553429371727071e+00, 2.754474299324371e-01, 7.275129196229886e-04, 5.239266911171591e-01, -5.864674355845334e-02, 5.333073368148573e+03, 2.056821462066401e+03, 1.647079673047891e+03, 3.642434714638464e-01, -4.454982116147199e-01, 7.201613565689914e+02, -8.061264889817383e+01
60, 1.554712516902508e+00, 2.752979539484861e-01, 7.281334899645717e-04, 5.212171581241436e-01, -6.302857856058355e-02, 5.337562353818164e+03, 2.059313569522720e+03, 1.647669858373701e+03, 3.623600424669379e-01, -4.268057618782977e-01, 7.158263770418033e+02, -8.656184536114428e+01
61, 1.555980718354989e+00, 2.751389064142327e-01, 7.287595294400590e-04, 5.184206184254481e-01, -6.727680070266083e-02, 5.342137378547189e+03, 2.061854599593249e+03, 1.648285778506020e+03, 3.604322282310492e-01, -4.077463602655531e-01, 7.113740506745422e+02, -9.231687269235825e+01
62, 1.557232680108493e+00, 2.749709057723116e-01, 7.293770960629013e-04, 5.155795137699800e-01, -7.139607972527739e-02, 5.346627621771258e+03, 2.064363101724200e+03, 1.648893814453212e+03, 3.584983148419305e-01, -3.889309396553321e-01, 7.068764793315042e+02, -9.788637470338145e+01
63, 1.558467130269362e+00, 2.747945947057041e-01, 7.299072570959928e-04, 5.124912813341662e-01, -7.535637107228210e-02, 5.350467851267955e+03, 2.066663855597732e+03, 1.649532530762073e+03, 3.564499133857428e-01, -3.716737680081716e-01, 7.021320535613836e+02, -1.032410218417265e+02
64, 1.559682822047837e+00, 2.746106385601937e-01, 7.306192889739642e-04, 5.094377886969154e-01, -7.919593849379804e-02, 5.355737119578253e+03, 2.069534968305101e+03, 1.650214343081356e+03, 3.543484892523844e-01, -3.501385288939740e-01, 6.972684630491179e+02, -1.083956305136918e+02
65, 1.560878534741675e+00, 2.744197237312493e-01, 7.312564871183238e-04, 5.062351312011395e-01, -8.288611052836582e-02, 5.360444418580829e+03, 2.072207365797268e+03, 1.650905459152411e+03, 3.521935036177545e-01, -3.300937849679408e-01, 6.922812174919225e+02, -1.133475216814782e+02
66, 1.562053074684020e+00, 2.742225560074939e-01, 7.318913922986436e-04, 5.028133530971679e-01, -8.641157715056967e-02, 5.365058179588479e+03, 2.074895716174166e+03, 1.651613244629540e+03, 3.498982653159956e-01, -3.099293838837734e-01, 6.870054196401836e+02, -1.180661202739080e+02
67, 1.563205276156822e+00, 2.740198588627729e-01, 7.326081193439598e-04, 4.992430190788310e-01, -8.977999073193764e-02, 5.370177945256653e+03, 2.077827883757197e+03, 1.652329150842498e+03, 3.474710566924845e-01, -2.879361929298280e-01, 6.814598499480131e+02, -1.225484517047591e+02
68, 1.564334002270147e+00, 2.738123716890021e-01, 7.333450314260231e-04, 4.957096760878012e-01, -9.302278692212596e-02, 5.375389111237942e+03, 2.080780027029226e+03, 1.653014027360566e+03, 3.450732783223848e-01, -2.657931711322707e-01, 6.759569572918098e+02, -1.268472314338025e+02
69, 1.565438145806859e+00, 2.736008479624420e-01, 7.339806159775914e-04, 4.923123771721627e-01, -9.616014472909638e-02, 5.379840097188157e+03, 2.083373397117729e+03, 1.653641055267432e+03, 3.428318787002949e-01, -2.463411848608290e-01, 6.707430229835840e+02, -1.310118314242132e+02
70, 1.566516630031418e+00, 2.733860533367818e-01, 7.345518035308112e-04, 4.889398637981910e-01, -9.917234462624051e-02, 5.383765492143660e+03, 2.085737703701971e+03, 1.654230351398352e+03, 3.406473799303442e-01, -2.286073259634587e-01, 6.656301998687859e+02, -1.350106883538278e+02
71, 1.567568409460858e+00, 2.731687636574356e-01, 7.350767079583782e-04, 4.855549475950867e-01, -1.020516639784331e-01, 5.387275713964286e+03, 2.087930024453899e+03, 1.654786618044754e+03, 3.384826658311121e-01, -2.121634742516789e-01, 6.605500382996491e+02, -1.388313122611029e+02
72, 1.568592470595499e+00, 2.729497628926876e-01, 7.355753763365533e-04, 4.822552932419814e-01, -1.048184406263599e-01, 5.390519762769008e+03, 2.089985711926461e+03, 1.655292917399418e+03, 3.363962189242949e-01, -1.967444622595519e-01, 6.556164177814070e+02, -1.424985718641042e+02
73, 1.569587832606612e+00, 2.727298409787862e-01, 7.360441788567646e-04, 4.791115633717050e-01, -1.074895597891607e-01, 5.393466218287698e+03, 2.091873600304782e+03, 1.655732902538491e+03, 3.344387826232306e-01, -1.825840541558531e-01, 6.509277257186770e+02, -1.460368315881734e+02
74, 1.570553547978015e+00, 2.725097915777068e-01, 7.364711248249097e-04, 4.760837341591047e-01, -1.100580297843690e-01, 5.395984878931860e+03, 2.093552715086341e+03, 1.656101304354993e+03, 3.325865468100458e-01, -1.699895857366125e-01, 6.464391041431392e+02, -1.494397079186702e+02
75, 1.571488703098592e+00, 2.722904097480762e-01, 7.368538740525342e-04, 4.730592321173698e-01, -1.124982610731529e-01, 5.398041707416832e+03, 2.095040893393805e+03, 1.656417673342335e+03, 3.307579887372586e-01, -1.588272668163044e-01, 6.419987039162163e+02, -1.526737729618455e+02
76, 1.572392418802829e+00, 2.720724895316103e-01, 7.372295872670001e-04, 4.701390620341138e-01, -1.148337035212739e-01, 5.399978667318323e+03, 2.096451554487569e+03, 1.656688268687295e+03, 3.290045278137568e-01, -1.482463781297282e-01, 6.377105180720928e+02, -1.557638292122491e+02
77, 1.573263850856761e+00, 2.718568214593557e-01, 7.374817792959850e-04, 4.673492741122657e-01, -1.170714758194525e-01, 5.400971689468906e+03, 2.097439032561015e+03, 1.656901813724958e+03, 3.273956825402933e-01, -1.408396412304350e-01, 6.337095874536816e+02, -1.587449061198655e+02
78, 1.574102190387191e+00, 2.716441899839634e-01, 7.376249782638379e-04, 4.645833632427111e-01, -1.191851392346626e-01, 5.401076418269482e+03, 2.098056649505347e+03, 1.657067951348031e+03, 3.258471230860556e-01, -1.362071067628640e-01, 6.298368099412928e+02, -1.615795868453248e+02
79, 1.574906664252569e+00, 2.714353708461670e-01, 7.377795650525394e-04, 4.618570655015312e-01, -1.211776463707729e-01, 5.401138968842451e+03, 2.098649600563781e+03, 1.657188967333109e+03, 3.243144436697132e-01, -1.317595827093422e-01, 6.260095662430567e+02, -1.642464119511680e+02
80, 1.575676535354656e+00, 2.712311283855099e-01, 7.379260955519064e-04, 4.591585582035049e-01, -1.230448748215434e-01, 5.400994192236482e+03, 2.099153976704706e+03, 1.657258097368779e+03, 3.227970426451036e-01, -1.279764289618663e-01, 6.222283789274223e+02, -1.667441706740513e+02
81, 1.576411102890819e+00, 2.710322128071567e-01, 7.380210083853488e-04, 4.564209727293375e-01, -1.247673591868670e-01, 5.400266239102065e+03, 2.099434239506686e+03, 1.657266202322494e+03, 3.212661130105113e-01, -1.258742730834290e-01, 6.184389977297541e+02, -1.690566498368854e+02
82, 1.577109702547687e+00, 2.708393574182853e-01, 7.380085955392139e-04, 4.535253299927596e-01, -1.263097425326547e-01, 5.398556237050346e+03, 2.099358322846160e+03, 1.657234147873851e+03, 3.196579028784284e-01, -1.264436981126127e-01, 6.145258100434437e+02, -1.711494192562467e+02
83, 1.577771706637744e+00, 2.706532758490692e-01, 7.379336174512137e-04, 4.504040308526197e-01, -1.276490149664407e-01, 5.396509323489006e+03, 2.099205957875949e+03, 1.657282242741096e+03, 3.178912213434825e-01, -1.275865358903478e-01, 6.103584661290985e+02, -1.729817045160974e+02
84, 1.578396524181310e+00, 2.704746592745800e-01, 7.379297987506518e-04, 4.468867010864154e-01, -1.287316293844799e-01, 5.395814989227099e+03, 2.099708073937834e+03, 1.657687231891788e+03, 3.157597239025114e-01, -1.238203342264370e-01, 6.055951417641821e+02, -1.744496964378297e+02
85, 1.578983600937265e+00, 2.703041736550681e-01, 7.374220445948762e-04, 4.440910932734276e-01, -1.298782359985160e-01, 5.389725297845695e+03, 2.097826963343013e+03, 1.657342506936933e+03, 3.144028477261140e-01, -1.379299044832041e-01, 6.022210707267392e+02, -1.761246994858531e+02
86, 1.579532419386645e+00, 2.701424570129659e-01, 7.372829997402506e-04, 4.403539366169538e-01, -1.306039127218948e-01, 5.387511685906962e+03, 2.097775911028585e+03, 1.657614726254169e+03, 3.121394191929976e-01, -1.383128305159263e-01, 5.972658216344244e+02, -1.771421730433326e+02
87, 1.580042498674008e+00, 2.699901167656181e-01, 7.367616969916914e-04, 4.376518846113258e-01, -1.314906810642531e-01, 5.381074195554418e+03, 2.095741342722441e+03, 1.657178780286009e+03, 3.108128721430043e-01, -1.535734348295472e-01, 5.940209519554614e+02, -1.784711143388008e+02
88, 1.580513394512137e+00, 2.698477271331376e-01, 7.367580332627030e-04, 4.334626803594908e-01, -1.317828444731693e-01, 5.379794901475942e+03, 2.096199093853925e+03, 1.657548983298081e+03, 3.081100448829634e-01, -1.501399994071115e-01, 5.883379084988310e+02, -1.788685545640736e+02
89, 1.580944699056158e+00, 2.697158266409277e-01, 7.363234006933558e-04, 4.293822106783552e-01, -1.319555247408548e-01, 5.374920047222999e+03, 2.095160214827381e+03, 1.657705423034448e+03, 3.056564508479104e-01, -1.579322773591164e-01, 5.831435076951640e+02, -1.792086529052308e+02
90, 1.581336040753590e+00, 2.695949157362810e-01, 7.359065669718056e-04, 4.248188793254601e-01, -1.318270204976142e-01, 5.369374572828210e+03, 2.093979567403969e+03, 1.657709718354256e+03, 3.028348414605265e-01, -1.667879117991972e-01, 5.772728473854427e+02, -1.791355403173957e+02
91, 1.581687084177118e+00, 2.694854545380839e-01, 7.359956763653478e-04, 4.208995453004737e-01, -1.317472283420703e-01, 5.366530378319911e+03, 2.093754840977840e+03, 1.657331129745793e+03, 3.002690709155566e-01, -1.684735082265119e-01, 5.718777416995850e+02, -1.790054379024246e+02
92, 1.581997529846954e+00, 2.693878607379986e-01, 7.361482659643928e-04, 4.149193105406512e-01, -1.308694460609905e-01, 5.365732228821130e+03, 2.094867151654197e+03, 1.657867873743425e+03, 2.960963236738224e-01, -1.601304444648066e-01, 5.636355198053550e+02, -1.777759347018833e+02
93, 1.582267114049670e+00, 2.693025076706056e-01, 7.359649210803705e-04, 4.067176478726514e-01, -1.291313392427813e-01, 5.363512902150947e+03, 2.095920696954575e+03, 1.659114863160039e+03, 2.903808659412646e-01, -1.522281597850594e-01, 5.526318391311427e+02, -1.754585518195909e+02
