"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
94, 1.582495608660143e+00, 2.692297225688486e-01, 7.369149369045552e-04, 3.969687761436269e-01, -1.267401270476392e-01, 5.368843614518865e+03, 2.100409273927509e+03, 1.660524508589189e+03, 2.830800851498232e-01, -1.185608717867446e-01, 5.386900933384691e+02, -1.719874583897253e+02
95, 1.582682820972927e+00, 2.691697850197713e-01, 7.387022186824858e-04, 3.800001420400528e-01, -1.218759523357821e-01, 5.379176482547496e+03, 2.108553393237941e+03, 1.662929821871119e+03, 2.702426911021836e-01, -5.747460503220991e-02, 5.144158666773778e+02, -1.649865795085254e+02
96, 1.582828593548841e+00, 2.691229256339697e-01, 7.407053481578325e-04, 3.454123374612323e-01, -1.111751277179159e-01, 5.388461278195618e+03, 2.119832022769558e+03, 1.667303609552043e+03, 2.447401728748144e-01, 2.712255592925482e-02, 4.663289367631655e+02, -1.500935938891403e+02
97, 1.582932804081938e+00, 2.690893249404473e-01, 7.440098379714272e-04, 2.778655295254100e-01, -8.966033526165275e-02, 5.403959430645962e+03, 2.138667884895900e+03, 1.674647448445189e+03, 1.956219797678670e-01, 1.684039461622729e-01, 3.734702356665358e+02, -1.205096098004769e+02
98, 1.582995365291272e+00, 2.690691125166532e-01, 7.658959672774714e-04, 1.860714576777866e-01, -6.013158053011428e-02, 5.548321322877277e+03, 2.209343258050630e+03, 1.680552698296230e+03, 1.270484340836230e-01, 6.985158628647037e-01, 2.429461253585319e+02, -7.851142074016118e+01
99, 1.583016224840979e+00, 2.690623663614543e-01, 7.359928743186678e-04, -2.471066994758934e-03, -1.412156311843869e-02, 5.307443194060550e+03, 2.122921427975623e+03, 1.680424610750754e+03, 9.693134666928369e-03, 5.029513277114860e-02, -3.357460487707140e+00, -1.918709217329241e+01
100, 1.582994314350685e+00, 2.690631066398919e-01, 7.585235395024480e-04, 1.078833270585175e-01, -3.634424318414871e-03, 5.455563332959158e+03, 2.179153043217557e+03, 1.673699134347443e+03, 7.095911976818356e-02, 4.720693379092565e-01, 1.422280541606966e+02, -4.791445656121449e+00
101, 1.582928610958973e+00, 2.690653179391640e-01, 7.501087765606281e-04, 1.858248847346161e-01, -6.223715447101429e-03, 5.388851963373278e+03, 2.146323556195132e+03, 1.666977229432284e+03, 1.238436036313486e-01, 2.258265306485955e-01, 2.477305832717405e+02, -8.297083891803249e+00
102, 1.582819198831135e+00, 2.690689716733378e-01, 7.503101863749920e-04, 2.456914123477489e-01, -8.148423225521435e-03, 5.395068505691200e+03, 2.141919219820780e+03, 1.663109972223699e+03, 1.638863226594091e-01, 1.927911027054209e-01, 3.274531211348324e+02, -1.086007277188823e+01
103, 1.582666218002537e+00, 2.690740202736901e-01, 7.487966356460298e-04, 2.784204889310956e-01, -9.106247384034314e-03, 5.388213309177961e+03, 2.134558496464996e+03, 1.660744790634839e+03, 1.862230208192247e-01, 1.375808223449886e-01, 3.718239047520377e+02, -1.216117561235813e+01
104, 1.582469864020627e+00, 2.690803973023084e-01, 7.482317915905192e-04, 2.969592658011970e-01, -9.537284832454217e-03, 5.389698524834203e+03, 2.132283576038542e+03, 1.660227209131305e+03, 1.987999031917645e-01, 1.205174185908562e-01, 3.968813797258595e+02, -1.274643090502847e+01
105, 1.582230387448058e+00, 2.690880176147918e-01, 7.472785941986914e-04, 3.066307895623037e-01, -9.626250138121089e-03, 5.384709370149243e+03, 2.128694988063100e+03, 1.659547234473306e+03, 2.055737507163868e-01, 9.360064171368333e-02, 4.103299518315584e+02, -1.288174211445644e+01
106, 1.581948093231119e+00, 2.690967775756062e-01, 7.469887546505845e-04, 3.135885008767226e-01, -9.576210086384327e-03, 5.383960747385938e+03, 2.127230635376729e+03, 1.659049092626868e+03, 2.103459689615646e-01, 8.261703066714837e-02, 4.198035096571280e+02, -1.281975133730594e+01
107, 1.581623339938753e+00, 2.691065553305094e-01, 7.466836411077126e-04, 3.185541424912059e-01, -9.412415588309868e-03, 5.383860978022100e+03, 2.126340009145549e+03, 1.659032129019534e+03, 2.137588289742881e-01, 7.593674646910413e-02, 4.266253135245171e+02, -1.260562716272511e+01
108, 1.581256538878348e+00, 2.691172111412138e-01, 7.469987827631191e-04, 3.225631969260307e-01, -9.167931590520021e-03, 5.389843291075202e+03, 2.128057467256669e+03, 1.659671666707921e+03, 2.163089645771693e-01, 8.881881515161967e-02, 4.318122122406708e+02, -1.227302078941575e+01
109, 1.580848153095336e+00, 2.691285877880806e-01, 7.468622888697806e-04, 3.233103963048642e-01, -8.781449746344441e-03, 5.389033462723743e+03, 2.127601065341299e+03, 1.659618969563811e+03, 2.168455040995201e-01, 8.539549973998774e-02, 4.328915800449996e+02, -1.175778972537671e+01
110, 1.580398696264298e+00, 2.691405110470989e-01, 7.469015143952608e-04, 3.233743120923501e-01, -8.331140784598486e-03, 5.391006916093515e+03, 2.128382913321243e+03, 1.660141652765565e+03, 2.168348229023230e-01, 9.125987530275401e-02, 4.329544201743581e+02, -1.115426950411784e+01
111, 1.579908731479818e+00, 2.691527902477143e-01, 7.471425474177625e-04, 3.231836010177394e-01, -7.829939945271709e-03, 5.395692256055017e+03, 2.130301264228856e+03, 1.661101913994134e+03, 2.165660987161695e-01, 1.056487724694708e-01, 4.325594923414691e+02, -1.047984748336601e+01
112, 1.579378869955680e+00, 2.691652189181849e-01, 7.475903077950441e-04, 3.224589080062128e-01, -7.272530482260032e-03, 5.399570009754941e+03, 2.131996547028488e+03, 1.661428121272784e+03, 2.159214092996366e-01, 1.183645116888210e-01, 4.313310440811876e+02, -9.727962503566639e+00
113, 1.578809769641226e+00, 2.691775755250677e-01, 7.474490528978431e-04, 3.215144515149641e-01, -6.668178673467341e-03, 5.397933249903480e+03, 2.131501579263145e+03, 1.661356309616413e+03, 2.153258834362416e-01, 1.146519269640439e-01, 4.301489850959873e+02, -8.921248408322899e+00
114, 1.578202133763737e+00, 2.691896243131600e-01, 7.476886101570458e-04, 3.212455512445224e-01, -6.035107409491427e-03, 5.402490665469672e+03, 2.133381795320335e+03, 1.662289043170090e+03, 2.150082155929993e-01, 1.287547875985362e-01, 4.296515245525104e+02, -8.071685628892759e+00
115, 1.577556709305569e+00, 2.692011162517391e-01, 7.478861630337074e-04, 3.199558598797342e-01, -5.341024797554436e-03, 5.404317949100192e+03, 2.134343258428887e+03, 1.662598907519944e+03, 2.140605659385335e-01, 1.359663951014394e-01, 4.278135840645493e+02, -7.141494336369631e+00
116, 1.576874285424527e+00, 2.692117900922452e-01, 7.473891440162373e-04, 3.189461550587483e-01, -4.611637486892793e-03, 5.399610874998769e+03, 2.132616789138693e+03, 1.662358777591594e+03, 2.135349369565824e-01, 1.230167366320151e-01, 4.267471070623673e+02, -6.170329772401142e+00
117, 1.576155691825567e+00, 2.692213735416550e-01, 7.474990845347251e-04, 3.182937799692405e-01, -3.846459484987449e-03, 5.403226212504575e+03, 2.134179889761235e+03, 1.663332527522831e+03, 2.129977418745456e-01, 1.347410223347693e-01, 4.258115983745451e+02, -5.145771499347918e+00
118, 1.575401797091385e+00, 2.692295845546946e-01, 7.472762088001488e-04, 3.166258060810604e-01, -3.030210821036019e-03, 5.402481837103324e+03, 2.134158993294791e+03, 1.663812326696069e+03, 2.119084208479921e-01, 1.345842850529601e-01, 4.237065255823481e+02, -4.055007753962119e+00
119, 1.574613506978828e+00, 2.692361327467510e-01, 7.469443621231131e-04, 3.148421621529411e-01, -2.177717322387983e-03, 5.400144206801926e+03, 2.133514787547130e+03, 1.664049059836030e+03, 2.107886884432328e-01, 1.297523170222333e-01, 4.215068459155839e+02, -2.915501385134020e+00
120, 1.573791762687407e+00, 2.692407209278766e-01, 7.466726304029395e-04, 3.133379404193941e-01, -1.292639113039704e-03, 5.398118748347053e+03, 2.132948869437478e+03, 1.664213094171794e+03, 2.098443708546389e-01, 1.255075579157301e-01, 4.196456755757905e+02, -1.731199270478329e+00
121, 1.572937539105373e+00, 2.692430467566616e-01, 7.464196373220438e-04, 3.115948930344682e-01, -3.731401378748153e-04, 5.396098848957441e+03, 2.132424276386776e+03, 1.664367718668789e+03, 2.087364472083845e-01, 1.215727640096913e-01, 4.174527001357952e+02, -4.999066466331774e-01
122, 1.572051843038121e+00, 2.692428045109915e-01, 7.460723845547227e-04, 3.095523108527342e-01, 5.772080617939240e-04, 5.393170665351781e+03, 2.131580955282636e+03, 1.664483861182943e+03, 2.074576190883585e-01, 1.152472994672882e-01, 4.149092196161153e+02, 7.736622796170352e-01
123, 1.571135711422857e+00, 2.692396869708424e-01, 7.457550044527104e-04, 3.071450967713010e-01, 1.553698683203606e-03, 5.390184049217370e+03, 2.130772944830737e+03, 1.664561017772836e+03, 2.059294455450503e-01, 1.091866881078793e-01, 4.118579090149138e+02, 2.083390220550815e+00
124, 1.570190209532747e+00, 2.692333874063191e-01, 7.456156102819896e-04, 3.038721175619645e-01, 2.546721211066507e-03, 5.388136423427223e+03, 2.130484500625790e+03, 1.664646835528795e+03, 2.037724188728874e-01, 1.070231663106722e-01, 4.075452731562863e+02, 3.415595349597556e+00
125, 1.569216429173053e+00, 2.692236016621448e-01, 7.455272947700288e-04, 3.000679742376947e-01, 3.549212945389715e-03, 5.386218139611894e+03, 2.130328948910221e+03, 1.664722476168538e+03, 2.012476868146498e-01, 1.058564258407452e-01, 4.024909300339648e+02, 4.760674720144933e+00
126, 1.568215486871205e+00, 2.692100303278047e-01, 7.453398254583090e-04, 2.963110066934456e-01, 4.561861607606300e-03, 5.383576800731200e+03, 2.129865355805211e+03, 1.664778829451429e+03, 1.987842585890358e-01, 1.023791717634485e-01, 3.975515551060807e+02, 6.120512351263685e+00
127, 1.567188522062168e+00, 2.691923809805503e-01, 7.450933069242628e-04, 2.926019805705425e-01, 5.582352792774980e-03, 5.380733234491549e+03, 2.129303667960345e+03, 1.664890450850781e+03, 1.963668324819392e-01, 9.816614243315153e-02, 3.927051522961605e+02, 7.492152648396310e+00
128, 1.566136695270158e+00, 2.691703704865518e-01, 7.448927639534516e-04, 2.888757781863108e-01, 6.606788354155574e-03, 5.378534043029748e+03, 2.128996198513408e+03, 1.665098205892140e+03, 1.939216702242856e-01, 9.585991877181925e-02, 3.878085439481631e+02, 8.869448964829028e+00
129, 1.565061186287488e+00, 2.691437273436487e-01, 7.446197663888186e-04, 2.851616971687863e-01, 7.632698333033423e-03, 5.375999103628898e+03, 2.128542727281613e+03, 1.665353883456158e+03, 1.915024001846276e-01, 9.245858542010187e-02, 3.829628355848443e+02, 1.025046430079302e+01
130, 1.563963192351202e+00, 2.691121940474611e-01, 7.444571136996181e-04, 2.815062227729953e-01, 8.658492274982384e-03, 5.374298419195337e+03, 2.128409685363674e+03, 1.665613624630122e+03, 1.890957894879819e-01, 9.146068328004210e-02, 3.781362520320822e+02, 1.163061258418710e+01
131, 1.562843926318270e+00, 2.690755294611082e-01, 7.441912418008474e-04, 2.777682876725763e-01, 9.676714098629267e-03, 5.371794230508132e+03, 2.127957205894553e+03, 1.665854466560433e+03, 1.866630254613580e-01, 8.806678880255392e-02, 3.732485308486198e+02, 1.300299379392434e+01
132, 1.561704614840316e+00, 2.690335111674766e-01, 7.440731273610948e-04, 2.744019635136490e-01, 1.070071124953379e-02, 5.370379713357840e+03, 2.127882118830040e+03, 1.666060114260846e+03, 1.844469910555383e-01, 8.750358629067827e-02, 3.687835958904119e+02, 1.438126288404552e+01
133, 1.560546496539195e+00, 2.689859377819264e-01, 7.438924452529871e-04, 2.711517916876560e-01, 1.172073266021619e-02, 5.368543819299816e+03, 2.127613409482251e+03, 1.666254337803377e+03, 1.823275852437140e-01, 8.548808893942104e-02, 3.645040266478862e+02, 1.575595065524578e+01
134, 1.559370820185322e+00, 2.689326312025508e-01, 7.438841448901563e-04, 2.680109542791136e-01, 1.273453412361513e-02, 5.368037457444973e+03, 2.127859270003739e+03, 1.666465479522877e+03, 1.802412207533104e-01, 8.733220502215190e-02, 3.602858806981143e+02, 1.711897505961166e+01
135, 1.558178842881246e+00, 2.688734387746333e-01, 7.437013258868331e-04, 2.657260714796088e-01, 1.377879678719102e-02, 5.366676262575296e+03, 2.127630549650057e+03, 1.666695965447263e+03, 1.787746097597988e-01, 8.561665150375980e-02, 3.573021349165156e+02, 1.852732583306931e+01
136, 1.556971828253737e+00, 2.688082353458125e-01, 7.435363769688830e-04, 2.653158868299919e-01, 1.491854750707978e-02, 5.366193546818556e+03, 2.127483033233607e+03, 1.666950127804939e+03, 1.785667340822226e-01, 8.451018107737633e-02, 3.568297329467383e+02, 2.006431422749894e+01
137, 1.555751044658525e+00, 2.687369251886735e-01, 7.434260110468559e-04, 2.661898744514741e-01, 1.613926844075165e-02, 5.366735624803025e+03, 2.127561875161776e+03, 1.667259380572798e+03, 1.792108601075413e-01, 8.510154754341362e-02, 3.580583279251135e+02, 2.170931363838767e+01
138, 1.554517763402661e+00, 2.686594437680557e-01, 7.432241738113990e-04, 2.678737520817506e-01, 1.742364911935508e-02, 5.366975363916821e+03, 2.127398975811457e+03, 1.667584467458525e+03, 1.804257484644927e-01, 8.387969496630478e-02, 3.604212046925782e+02, 2.344332939280379e+01
139, 1.553273256990430e+00, 2.685757593313036e-01, 7.430198616289770e-04, 2.710302380347389e-01, 1.882481551148783e-02, 5.367533475821630e+03, 2.127145344420327e+03, 1.667844145811567e+03, 1.826417160311045e-01, 8.197729223552980e-02, 3.647684968212552e+02, 2.533554819142628e+01
140, 1.552018797399629e+00, 2.684858743009819e-01, 7.429163941959511e-04, 2.758061427617933e-01, 2.036915221466078e-02, 5.369208053227184e+03, 2.127093036084405e+03, 1.668035410322769e+03, 1.859335956793843e-01, 8.158494521311664e-02, 3.712478886137581e+02, 2.741782571201171e+01
141, 1.550755654395848e+00, 2.683898264512323e-01, 7.428781084461562e-04, 2.818157357402230e-01, 2.204342238944721e-02, 5.371681795547454e+03, 2.127160165763080e+03, 1.668174020785462e+03, 1.900495561592440e-01, 8.208846208245583e-02, 3.793566300259997e+02, 2.967300037358001e+01
142, 1.549485093893156e+00, 2.682876898509330e-01, 7.427280491940141e-04, 2.889958165441492e-01, 2.385355176419747e-02, 5.373612938857806e+03, 2.126802278455006e+03, 1.668230334055546e+03, 1.949949760962032e-01, 7.940407120656595e-02, 3.891004478123031e+02, 3.211613159094048e+01
143, 1.548208376370200e+00, 2.681795755591288e-01, 7.426618621040864e-04, 2.976180029908076e-01, 2.583254521260087e-02, 5.376395902457876e+03, 2.126524867235792e+03, 1.668161392734858e+03, 2.009066008571289e-01, 7.732330407980534e-02, 4.007449664206609e+02, 3.478372396747682e+01
144, 1.546926755351213e+00, 2.680656320607800e-01, 7.426237494151028e-04, 3.069376960868412e-01, 2.792441748960461e-02, 5.379433062155535e+03, 2.126190815884303e+03, 1.667984944119808e+03, 2.072958387571144e-01, 7.481769860068821e-02, 4.133152169299570e+02, 3.760237605058838e+01
145, 1.545641475961634e+00, 2.679460454337096e-01, 7.425711968733075e-04, 3.165901078986838e-01, 3.009569201849327e-02, 5.382215187781507e+03, 2.125646923493683e+03, 1.667676278391190e+03, 2.139302548831936e-01, 7.073814691526011e-02, 4.263431024953938e+02, 4.052903229375863e+01
146, 1.544353773568136e+00, 2.678210392406611e-01, 7.427273721361945e-04, 3.268249865822576e-01, 3.236677864094294e-02, 5.386301222614353e+03, 2.125475597404315e+03, 1.667191226039462e+03, 2.209163214447976e-01, 6.945308823693998e-02, 4.400335827697588e+02, 4.357827630325682e+01
147, 1.543064872512647e+00, 2.676908741435615e-01, 7.426810237230766e-04, 3.369268899795362e-01, 3.466161470948080e-02, 5.388651877001702e+03, 2.124566961122185e+03, 1.666582505089255e+03, 2.278879519416012e-01, 6.263771677720281e-02, 4.536629848040471e+02, 4.667093086035960e+01
148, 1.541775984949451e+00, 2.675558472403765e-01, 7.426745900020207e-04, 3.462661838710521e-01, 3.690141604691669e-02, 5.390994320606733e+03, 2.123742245954398e+03, 1.665950002337734e+03, 2.343409209434438e-01, 5.645180903006990e-02, 4.662421315237270e+02, 4.968719348108610e+01
149, 1.540488309793796e+00, 2.674162911282742e-01, 7.425531113643946e-04, 3.545318220337955e-01, 3.903290601808057e-02, 5.392239853541860e+03, 2.122631353836451e+03, 1.665350973281769e+03, 2.401079010358566e-01, 4.811938539213564e-02, 4.774497831978181e+02, 5.256581033828014e+01
150, 1.539203031789391e+00, 2.672725727001408e-01, 7.426616625198809e-04, 3.622033224784103e-01, 4.108837323994310e-02, 5.395084619144743e+03, 2.122249180713049e+03, 1.664807759828697e+03, 2.453981513698673e-01, 4.525283488216519e-02, 4.877097348063448e+02, 5.532583047376997e+01
151, 1.537921320700975e+00, 2.671250916847491e-01, 7.426880465927331e-04, 3.689495136177923e-01, 4.301218847759908e-02, 5.397277309768037e+03, 2.121755676131401e+03, 1.664361499253996e+03, 2.500825441601552e-01, 4.155122500023699e-02, 4.967758876831805e+02, 5.791420593737605e+01
152, 1.536644330636628e+00, 2.669742789440078e-01, 7.426915392087639e-04, 3.748276562382369e-01, 4.479141329668222e-02, 5.399244680439981e+03, 2.121323382885868e+03, 1.664014571642212e+03, 2.541785214603477e-01, 3.830874051465082e-02, 5.046882002150778e+02, 6.030957797688303e+01
153, 1.535373199502799e+00, 2.668205945436817e-01, 7.427062439072334e-04, 3.794669259060846e-01, 4.636215651403061e-02, 5.401145634988891e+03, 2.121103637385789e+03, 1.663809256154291e+03, 2.574173901807260e-01, 3.666050431816933e-02, 5.109246475561895e+02, 6.242327554717772e+01
154, 1.534109048593151e+00, 2.666645256166889e-01, 7.429178350955209e-04, 3.827090166408691e-01, 4.773939737579514e-02, 5.404255425837250e+03, 2.121658646151394e+03, 1.663770613893349e+03, 2.596267128170974e-01, 4.082343614842992e-02, 5.151431269538201e+02, 6.425932333372644e+01
155, 1.532859431466454e+00, 2.665070253148953e-01, 7.430964691328066e-04, 3.847798567465566e-01, 5.013358734069885e-02, 5.406952001170379e+03, 2.122256071582476e+03, 1.663839036464658e+03, 2.611452621329008e-01, 4.530452094814393e-02, 5.178060625097501e+02, 6.746578596881875e+01
156, 1.531655003365802e+00, 2.663447841110301e-01, 7.431434084434098e-04, 3.867095803621913e-01, 5.406281800098544e-02, 5.408703656730316e+03, 2.122448443734595e+03, 1.663884752437980e+03, 2.627659848483924e-01, 4.674743897925058e-02, 5.203700604331461e+02, 7.274883607489107e+01
157, 1.530461939851943e+00, 2.661718509116835e-01, 7.431351127234192e-04, 3.892121019620546e-01, 5.832239401770530e-02, 5.410132822092733e+03, 2.122368229467972e+03, 1.663840442266172e+03, 2.648500108613849e-01, 4.614577906960571e-02, 5.237433883801855e+02, 7.848154799733140e+01
158, 1.529280992554930e+00, 2.659890449312461e-01, 7.429384007052427e-04, 3.922086909258345e-01, 6.254929323709220e-02, 5.410218395391093e+03, 2.121623522346501e+03, 1.663697015554932e+03, 2.673600011557336e-01, 4.055998444379353e-02, 5.279154914506048e+02, 8.419176230184975e+01
159, 1.528112891409083e+00, 2.657972255571721e-01, 7.425971227523547e-04, 3.957484466579572e-01, 6.675018868627819e-02, 5.409294331288641e+03, 2.120336896315918e+03, 1.663452219400531e+03, 2.703133585806244e-01, 3.090944054558576e-02, 5.329248316922627e+02, 8.988748628445521e+01
160, 1.526958347871890e+00, 2.655972885714844e-01, 7.424503229275535e-04, 3.996265483851860e-01, 7.088673179973043e-02, 5.409808438975738e+03, 2.119549684359352e+03, 1.663163415195999e+03, 2.734399476295266e-01, 2.500483162003602e-02, 5.382535855185837e+02, 9.547673374323172e+01
161, 1.525818058197443e+00, 2.653901624452342e-01, 7.419304473167867e-04, 4.034471170651142e-01, 7.487637462975848e-02, 5.407626241946653e+03, 2.117661862748399e+03, 1.662846435351436e+03, 2.766726520522964e-01, 1.084492431564115e-02, 5.437802404850651e+02, 1.009210161148543e+02
162, 1.524692706701895e+00, 2.651768047215682e-01, 7.411761414524800e-04, 4.078786988271511e-01, 7.882857203670605e-02, 5.403811269177932e+03, 2.114955556763477e+03, 1.662411509906719e+03, 2.804262011095702e-01, -9.454155672367874e-03, 5.503127745421390e+02, 1.063560571205463e+02
163, 1.523582968959981e+00, 2.649581984974468e-01, 7.405172666789204e-04, 4.129079925242291e-01, 8.273478043864937e-02, 5.400719492971079e+03, 2.112392072898315e+03, 1.661873879959292e+03, 2.845653992216846e-01, -2.868197555556489e-02, 5.575940104354935e+02, 1.117256601047254e+02
164, 1.522489514874708e+00, 2.647353490089474e-01, 7.397583105742006e-04, 4.182647712828143e-01, 8.653011304002668e-02, 5.396887569020850e+03, 2.109432734975390e+03, 1.661248305006616e+03, 2.889746666883242e-01, -5.087896198049193e-02, 5.654073300753554e+02, 1.169707887064655e+02
165, 1.521413011566422e+00, 2.645092803206162e-01, 7.386960129502855e-04, 4.234891760137851e-01, 9.009988392589401e-02, 5.390723409312764e+03, 2.105534772391765e+03, 1.660563109225012e+03, 2.934117103144170e-01, -8.011625248500323e-02, 5.732928953039930e+02, 1.219715313827716e+02
166, 1.520354126032681e+00, 2.642810321156226e-01, 7.376914377952512e-04, 4.287859075743810e-01, 9.346230211263805e-02, 5.384682540932007e+03, 2.101658080267217e+03, 1.659762856962343e+03, 2.978772452393980e-01, -1.091940005162739e-01, 5.812537405285597e+02, 1.266956580002747e+02
167, 1.519313527536247e+00, 2.640516565805571e-01, 7.364657863692456e-04, 4.340312847860543e-01, 9.656546832558284e-02, 5.376556507321359e+03, 2.096931569480631e+03, 1.658786165397848e+03, 3.023985726829689e-01, -1.446459490600308e-01, 5.893434465242650e+02, 1.311201010458988e+02
168, 1.518291889685044e+00, 2.638222153766271e-01, 7.352350781361458e-04, 4.393499753562721e-01, 9.940996459657746e-02, 5.367759517189891e+03, 2.091907653172017e+03, 1.657581961959570e+03, 3.069757984269866e-01, -1.823286351900467e-01, 5.975639471256516e+02, 1.352084082394249e+02
169, 1.517289892174799e+00, 2.635937766877114e-01, 7.338802285290045e-04, 4.445269753736983e-01, 1.019184006807299e-01, 5.357470358889966e+03, 2.086305435902420e+03, 1.656194829415869e+03, 3.114994852824722e-01, -2.243489599793868e-01, 6.057214216885387e+02, 1.388760682175836e+02
170, 1.516308222172040e+00, 2.633674123351744e-01, 7.323666560618661e-04, 4.498683762540089e-01, 1.041295637841031e-01, 5.345695857706917e+03, 2.080049443598497e+03, 1.654641138327153e+03, 3.161938700576369e-01, -2.712730287614248e-01, 6.142666006574808e+02, 1.421822838631622e+02
171, 1.515347575322218e+00, 2.631441949494397e-01, 7.306896163254564e-04, 4.557323040885164e-01, 1.060940553927593e-01, 5.332670407340882e+03, 2.073139055778495e+03, 1.652929078950976e+03, 3.213110574301826e-01, -3.231054955585676e-01, 6.237016291272008e+02, 1.451971576198012e+02
172, 1.514408656374499e+00, 2.629251951889715e-01, 7.288006417099830e-04, 4.621562702042216e-01, 1.077842146230020e-01, 5.318264417164507e+03, 2.065503994989594e+03, 1.651110028799966e+03, 3.268951129664004e-01, -3.803734876225490e-01, 6.341326334728049e+02, 1.478925901740539e+02
173, 1.513492179421384e+00, 2.627114789984090e-01, 7.267673265805988e-04, 4.691041967629832e-01, 1.091482289012905e-01, 5.303124052568519e+03, 2.057412936353001e+03, 1.649243549541902e+03, 3.328859100094456e-01, -4.410617643240433e-01, 6.454668221947912e+02, 1.501831809292075e+02
174, 1.512598867757506e+00, 2.625041048990241e-01, 7.245501927254125e-04, 4.764039479481301e-01, 1.100947094587067e-01, 5.286993215598157e+03, 2.048802806057827e+03, 1.647367168294773e+03, 3.391756847024116e-01, -5.056434208487250e-01, 6.575168328313122e+02, 1.519490444748664e+02
175, 1.511729453367700e+00, 2.623041213063254e-01, 7.222506346351090e-04, 4.840579492055408e-01, 1.105643826785169e-01, 5.270379237650724e+03, 2.039882712221470e+03, 1.645417028819155e+03, 3.457244558507306e-01, -5.725500083867154e-01, 6.702077173668300e+02, 1.530831229167082e+02
176, 1.510884676059707e+00, 2.621125638714039e-01, 7.198066782604686e-04, 4.922417336242837e-01, 1.105266224212093e-01, 5.252672321827135e+03, 2.030350479938362e+03, 1.643288678545288e+03, 3.526970612342311e-01, -6.440480380467503e-01, 6.838526905777908e+02, 1.535504264677219e+02
177, 1.510065282261604e+00, 2.619304528444226e-01, 7.172661096532753e-04, 5.015996088617644e-01, 1.100377166931212e-01, 5.234325375321407e+03, 2.020198036131768e+03, 1.640863126890600e+03, 3.605475410022251e-01, -7.201980632294229e-01, 6.993214960403418e+02, 1.534126807501237e+02
178, 1.509272023508246e+00, 2.617587904604062e-01, 7.143292814296346e-04, 5.123840921697627e-01, 1.090372200438342e-01, 5.213515411207652e+03, 2.008571410428378e+03, 1.638126915933008e+03, 3.696206263832292e-01, -8.074054250202430e-01, 7.172939784076812e+02, 1.526427977663337e+02
179, 1.508505654644644e+00, 2.615985583491489e-01, 7.112316848967177e-04, 5.247860007594405e-01, 1.074178403124322e-01, 5.192338568552994e+03, 1.996247532012785e+03, 1.635166641564977e+03, 3.799425928358574e-01, -8.998426420660548e-01, 7.378552051370544e+02, 1.510307296391484e+02
180, 1.507766931777312e+00, 2.614507149725404e-01, 7.076308049367940e-04, 5.383493483403896e-01, 1.049043950843552e-01, 5.168371873545157e+03, 1.982325612814107e+03, 1.632025665041541e+03, 3.913830825462895e-01, -1.004266219065499e+00, 7.607771518489437e+02, 1.482473549094931e+02
181, 1.507056610007178e+00, 2.613161930939252e-01, 7.037431627119613e-04, 5.531765618801465e-01, 1.013008296113402e-01, 5.143088605964863e+03, 1.967354308628363e+03, 1.628647566444658e+03, 4.039373062162359e-01, -1.116560875650678e+00, 7.860489326083286e+02, 1.439457389837578e+02
182, 1.506375440979697e+00, 2.611958972851898e-01, 6.999956918709549e-04, 5.689009837438088e-01, 9.627632704897980e-02, 5.119306206943451e+03, 1.952602622949417e+03, 1.625089272924704e+03, 4.171090866260743e-01, -1.227208248572753e+00, 8.127206929277594e+02, 1.375384565462847e+02
183, 1.505724170289353e+00, 2.610907014781398e-01, 6.958162055384094e-04, 5.850759259832038e-01, 8.944718842296692e-02, 5.092592830913049e+03, 1.936345416393812e+03, 1.621238897366389e+03, 4.309495578488189e-01, -1.349148021123384e+00, 8.408483753701643e+02, 1.285500218462926e+02
184, 1.505103534776747e+00, 2.610014465673612e-01, 6.902414025525406e-04, 6.024837192577041e-01, 8.055126049975354e-02, 5.055752194617198e+03, 1.915244089838405e+03, 1.616522847931375e+03, 4.468029414201970e-01, -1.507421888892872e+00, 8.728594329892337e+02, 1.167001286823302e+02
185, 1.504514259757082e+00, 2.609289380721735e-01, 6.840780871692130e-04, 6.221311406876586e-01, 6.918873521002290e-02, 5.018671948651065e+03, 1.892910443316450e+03, 1.612067084592863e+03, 4.649104405885798e-01, -1.674938969259578e+00, 9.094446267999939e+02, 1.011415750741749e+02
186, 1.503957056218904e+00, 2.608739438654793e-01, 6.778483599019353e-04, 6.433559121255047e-01, 5.457018821471672e-02, 4.980703594127520e+03, 1.869279079079559e+03, 1.606572460697065e+03, 4.847754645353314e-01, -1.852189788473305e+00, 9.491148023410124e+02, 8.050500885273428e+01
187, 1.503432618031617e+00, 2.608371919773183e-01, 6.710958196570590e-04, 6.636275437485220e-01, 3.566713426658270e-02, 4.939027055030650e+03, 1.843983221794398e+03, 1.600778172974489e+03, 5.049123383372378e-01, -2.041925403461995e+00, 9.888715207429641e+02, 5.314760310205655e+01
188, 1.502941619199502e+00, 2.608193684807601e-01, 6.623752620200402e-04, 6.836941118260363e-01, 1.159545934930465e-02, 4.883403396561510e+03, 1.812180937182787e+03, 1.593882035178674e+03, 5.274817550407410e-01, -2.280463515090614e+00, 1.032185455931703e+03, 1.750587622179922e+01
