"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
166, 6.869695394854497e-01, 4.076228017312832e-02, 7.736393270591749e-04, 1.312292420965182e-01, -6.196855183238611e-03, 5.595778384234140e+03, 2.233849451514769e+03, 1.682186272960294e+03, 8.446057938392050e-02, 8.823284783271531e-01, 1.696258676447567e+02, -8.010005394625731e+00
167, 6.859050317659903e-01, 4.081004712907199e-02, 7.736822218037267e-04, 1.302033545455039e-01, -5.586544863234856e-03, 5.596008173331857e+03, 2.234012804477853e+03, 1.682216013735808e+03, 8.377865963406485e-02, 8.835537332992018e-01, 1.682904826764067e+02, -7.220722805560460e+00
168, 6.848588216270914e-01, 4.085284327766982e-02, 7.737175559685960e-04, 1.290167955059871e-01, -5.070422482628522e-03, 5.596163078077585e+03, 2.234155895717529e+03, 1.682246933289221e+03, 8.299833905367919e-02, 8.846270119809049e-01, 1.667492155383168e+02, -6.553324845112242e+00
169, 6.838318420707384e-01, 4.089152448711938e-02, 7.737508703913317e-04, 1.277930280257502e-01, -4.656383093819249e-03, 5.596305678941506e+03, 2.234295396870215e+03, 1.682279538209879e+03, 8.219783450504316e-02, 8.856733626421276e-01, 1.651604320149167e+02, -6.017935839560659e+00
170, 6.828250342566112e-01, 4.092694820557257e-02, 7.738379552386524e-04, 1.264516789031098e-01, -4.343856391723380e-03, 5.596858599178781e+03, 2.234605907756105e+03, 1.682323988973114e+03, 8.131884309907128e-02, 8.880023991017649e-01, 1.634084733723251e+02, -5.613392781158854e+00
171, 6.818393477437992e-01, 4.095997046816625e-02, 7.738812897593992e-04, 1.248668755977251e-01, -4.131377865579843e-03, 5.597109374041451e+03, 2.234809848006306e+03, 1.682383312889903e+03, 8.029034919267039e-02, 8.895320854988973e-01, 1.613514595197751e+02, -5.338516281824432e+00
172, 6.808757403745230e-01, 4.099144304905621e-02, 7.739397129575882e-04, 1.230910201765687e-01, -4.023390829023072e-03, 5.597471698745197e+03, 2.235069101094766e+03, 1.682451466191207e+03, 7.913984312172918e-02, 8.914766546677593e-01, 1.590447138397640e+02, -5.198584284617985e+00
173, 6.799351777959463e-01, 4.102221075095950e-02, 7.740222453683647e-04, 1.209653966299667e-01, -4.016689378953137e-03, 5.597983547142615e+03, 2.235408318089446e+03, 1.682527388679873e+03, 7.776448065517186e-02, 8.940210058781054e-01, 1.562815505029808e+02, -5.189372014807605e+00
174, 6.790186326224995e-01, 4.105310882448401e-02, 7.741054462465216e-04, 1.184468677787439e-01, -4.110687891472438e-03, 5.598460365031953e+03, 2.235755038813072e+03, 1.682607489225396e+03, 7.613928141048359e-02, 8.966216400050643e-01, 1.530112833504381e+02, -5.310242824675011e+00
175, 6.781270832471402e-01, 4.108496050963011e-02, 7.741905496318934e-04, 1.156015828754954e-01, -4.307023202817232e-03, 5.598917208441489e+03, 2.236109781912737e+03, 1.682689474391693e+03, 7.430712981993129e-02, 8.992824472439371e-01, 1.493192895863438e+02, -5.563259852325896e+00
176, 6.772615123154981e-01, 4.111857469220094e-02, 7.743256628876042e-04, 1.122785158051680e-01, -4.597611172615095e-03, 5.599712874160593e+03, 2.236623575433876e+03, 1.682782425396191e+03, 7.216691970203593e-02, 9.031362375548009e-01, 1.450016720180247e+02, -5.937567864494829e+00
177, 6.764229048819034e-01, 4.115474366837554e-02, 7.744713962561652e-04, 1.084120751235284e-01, -4.973814078375730e-03, 5.600576200139126e+03, 2.237188943101281e+03, 1.682891063022512e+03, 6.968129302191715e-02, 9.073768679813754e-01, 1.399820259955345e+02, -6.422205006433297e+00
178, 6.756122462707936e-01, 4.119424101131525e-02, 7.745615920428796e-04, 1.041630349044938e-01, -5.434259414776172e-03, 5.601034278179283e+03, 2.237604517237909e+03, 1.683007667376176e+03, 6.696073128206347e-02, 9.104939481221167e-01, 1.344799896800555e+02, -7.015916449515008e+00
179, 6.748305196709460e-01, 4.123781953432481e-02, 7.747399491838543e-04, 9.904288427945342e-02, -5.939716346341320e-03, 5.602111422616436e+03, 2.238303129646930e+03, 1.683145551236022e+03, 6.367975921456587e-02, 9.157340020001143e-01, 1.278401667343857e+02, -7.666722688817690e+00
