"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,          30,      -3.614245963,     -0.7794263175,     0.04708891999,        3.34258305
          0,           0,          31,      -3.612145456,     -0.7783830583,     0.04878545397,       3.345528775
          0,           0,          32,      -3.611423836,     -0.7802386758,      0.0504429476,       3.347349795
          0,           0,          33,      -3.610541758,     -0.7814475779,     0.05219217489,       3.349116452
          0,           0,          34,      -3.607600308,     -0.7807581007,     0.05380319871,       3.352714738
          0,           0,          35,      -3.605072889,     -0.7806109353,     0.05532076495,       3.355789685
          0,           0,          36,      -3.603341241,     -0.7809739768,     0.05678031367,       3.358249926
          0,           0,          37,      -3.600728355,     -0.7805358264,       0.058173135,       3.361561607
          0,           0,          38,      -3.598373809,     -0.7797848221,     0.05953203096,       3.364377529
          0,           0,          39,      -3.596961478,     -0.7801791739,     0.06085275715,       3.366526821
          0,           0,          40,       -3.59500066,     -0.7795966881,     0.06218425481,       3.369039302
          0,           0,          41,      -3.592829061,      -0.778575154,     0.06349889624,       3.371724189
          0,           0,          42,       -3.59050921,     -0.7767417823,     0.06491737242,       3.374474634
          0,           0,          43,       -3.58775103,     -0.7734043352,     0.06647983014,       3.377693272
          0,           0,          44,      -3.585187574,      -0.769500514,     0.06779166205,       3.380523255
          0,           0,          45,      -3.581924805,     -0.7635658013,     0.06917941129,       3.383897426
          0,           0,          46,        -3.5791295,      -0.757380567,     0.07069263386,       3.386913284
          0,           0,          47,      -3.575566542,     -0.7498448662,     0.07208461771,       3.390473301
          0,           0,          48,      -3.572393547,     -0.7424687688,     0.07343232314,       3.393730699
          0,           0,          49,       -3.56887753,     -0.7347172947,     0.07477360217,       3.397217876
          0,           0,          50,      -3.565966844,     -0.7289211665,     0.07587484059,       3.400146172
          0,           0,          51,      -3.564307431,     -0.7195464128,     0.07614336353,       3.401664697
          0,           0,          52,      -3.561037746,     -0.7113471488,     0.07734075804,       3.404845539
          0,           0,          53,      -3.557885063,     -0.7033225835,     0.07849081177,        3.40785893
          0,           0,          54,      -3.553903012,     -0.6918287754,     0.07984483514,       3.411532526
          0,           0,          55,      -3.551741189,     -0.6843217469,     0.08121613031,       3.413464621
          0,           0,          56,      -3.547697799,     -0.6731775875,     0.08395554474,       3.417073966
          0,           0,          57,      -3.542811988,     -0.6603687912,     0.08856644421,       3.421222029
          0,           0,          58,      -3.536290744,     -0.6429209185,     0.09732552172,       3.426726058
          0,           0,          59,      -3.530692257,     -0.6217103695,       0.108146043,       3.430521146
          0,           0,          60,       -3.52827256,     -0.5943257926,      0.1179828769,       3.433706984
          0,           0,          61,      -3.517624061,     -0.5308268612,      0.1346257321,       3.457377091
          0,           0,          62,      -3.446924351,     -0.4085785611,      0.1925055526,       3.534776453
          0,           0,          63,      -3.375356852,     -0.2652499556,      0.2667426693,        3.63832896
          0,           0,          64,       -3.30269585,     -0.1276830172,      0.3209705192,       3.742861879
          0,           0,          65,      -3.275422968,    -0.06302653139,      0.3403785002,       3.815265136
          0,           0,          66,      -3.244657076,     0.03154373894,      0.3796365725,       3.865777689
          0,           0,          67,      -3.183596378,      0.1147003892,      0.4064274348,       3.840367234
          0,           0,          68,      -3.138390632,     0.08501271637,      0.4414742453,       3.990510468
          0,           0,          69,       -3.09195207,      0.0685280782,      0.5210463363,       3.965288807
          0,           0,          70,      -3.029932439,     0.09154036416,      0.5707185865,       4.017110759
          0,           0,          71,      -2.908593093,      0.1596664036,      0.7041994795,       4.152517809
          0,           0,          72,      -3.046264365,      0.2440757506,       0.566734907,       4.099781571
          0,           0,          73,      -2.973609422,      0.2378109622,       0.656880501,       4.179337558
          0,           0,          74,      -2.916911542,      0.3370585978,      0.7264667596,       4.247780811
          0,           0,          75,      -2.840674917,      0.5422202975,      0.7898563858,       4.325680842
